cfg_idx,ff_scale,fb_gain,refractory,target_rate,phi_discrim,corr_sa,rest_quiet,score_delta
0,2.0,0.05,5,0.05,-0.019419044016697858,0.4692395417445626,0.1502,0.00561136347123295
1,2.0,0.05,5,0.1,0.06399108614924046,0.49833605025216243,0.2,0.020078317232321896
2,2.0,0.15,5,0.05,-0.019419044016697858,0.4692395417445626,0.1502,0.00561136347123295
3,2.0,0.15,5,0.1,0.06399108614924046,0.49833605025216243,0.2,0.020078317232321896
